username;name;sex;mail;birthdate;country;city;street;password
zsuzsannasimon;Vörös Kristóf György;M;skiss@hotmail.com;1924-11-10;Hungary;Békéscsaba;Fürdővégi út 8.;cyJ8Ft4ZldjZ
istvan43;Nagy József Gergő;M;gyorgy32@yahoo.com;1941-12-05;Hungary;Salgótarján;Békéstóti utca 187.;K6AI2DpktXDU
hmolnar;Horváth Gáspár Margit;F;ferencnagy@gmail.com;1981-10-09;Hungary;Tótháza;Borsodgyörgyi út 77.;9v9Vrj0maKZh
rekafarkas;Prof. Dr. Fábián Ferencné;F;eszter64@hotmail.com;2021-01-19;Hungary;Ligetvárad;Békéscsabai utca 168.;R3G0Ut6QR4fl
laszli10;Ráczné Kiss Bernadett Teréz;F;szilvia64@hotmail.com;1949-05-28;Hungary;Drávatapolcavár;Mártonharasztii utca 172.;VIMj4swh6Uog
maria76;Dr. Németh Mária Katalin;F;simonjanos@hotmail.com;2022-12-26;Hungary;Hátdevecser;Váci út 244.;xm91nrhMX0EB
dmagyar;G. Kovács Lajos;M;kelemenmate@gmail.com;1944-07-18;Hungary;Tapolcabánya;Béke utca 91.;kpXgXxNBEH6I
novakbarna;Csonka Gábor Lajos;M;tithaniki@yahoo.com;1991-09-11;Hungary;Dunakeszi;Bajai utca 54.;0n35bMHr9IJf
miklis95;Varga Lukács Mária;F;katalin78@gmail.com;1975-03-04;Hungary;Kisfürdőhida;Kaposvári utca 207.;n8YrzEoNtZDt
polah;Kis A. Mária;F;mariajuhasz@hotmail.com;1930-03-25;Hungary;Hátnádasd;Szigetszentmiklósi utca 62.;rAL1x9qs8anz
ildiki43;Faragó I. Klára;F;benjaminhorvath@gmail.com;1990-01-16;Hungary;Fürdővár;Tatabányai utca 53.;R4iNor7xwbpJ
martonjeno;Németh G. András;M;sandor61@yahoo.com;1986-12-16;Hungary;Belsőhetvenkövesd;Béke út 101.;rlGpFKc51I5C
attilajakab;Tóth Tibor János;M;kisjazmin@hotmail.com;1926-08-18;Hungary;Vácgyörgyharaszti;Szombathelyi utca 72.;9HrDGtjiBKzp
szilvia63;Magyar Tibor;M;szucskrisztian@yahoo.com;2013-03-18;Hungary;Szolnok;Bácsháti utca 230.;U6kbDLt6d1Vs
illesmate;Dr. M. Takács Sándor;M;magdolnahorvath@yahoo.com;1940-08-18;Hungary;Szeged;Nagykanizsai utca 221.;bch2UNtxu7Wd
zmolnar;Varga Papp Zoltán;M;gabriellamolnar@gmail.com;1966-04-06;Hungary;Tótvár;József attila utca 105.;7S8sJZQaWmYx
wszilagyi;Takács Simon Zoltán;M;oszekeres@gmail.com;2005-01-23;Hungary;Mindszentvára;Hódmezővásárhelyi tér 28.;bWEIf1uOX3Gf
daniel53;László Virág Júlia;F;okocsis@yahoo.com;2020-10-10;Hungary;Szombathely;Kuntapolcai utca 151.;cB5jM0mbC4DY
eva87;Lakatosné Gulyás Nóra;F;csillaszabi@yahoo.com;2011-08-23;Hungary;Békéscsaba;Mindszenthidai utca 95.;2mLBD7MgI159
zoltan03;Dr. Vargané Németh Mária;F;norbertnagy@yahoo.com;2017-03-24;Hungary;Pécs;Győri utca 221.;9sAmVm2b3HHp
tereziagulyas;Pásztorné Kerekes Erzsébet;F;vargapeter@yahoo.com;1909-10-09;Hungary;Békéscsaba;Borsodtóti utca 235.;DuWxr7JsJCkZ
torokmaria;Prof. Dr. Nagy Dávid Péter;M;fhegedus@hotmail.com;1986-01-08;Hungary;Keresztfa;Béke utca 191.;4tjbQFYcACTO
timea46;Dr. Pál Péter Miklós;M;tlakatos@yahoo.com;1995-12-16;Hungary;Nagyhídberény;Petőfi sándor utca 160.;SoC819XpGpEo
karolyhajdu;Kovács Ádámné Katona Erika;F;tamaskocsis@hotmail.com;1980-01-15;Hungary;Dunahetvenvár;Ady endre utca 47.;98ehFGZ06oCy
vargadaniel;Balogh Ágnes;F;tamasszabi@gmail.com;1941-11-18;Hungary;Somogyszékvára;Tapolcafalui utca 82.;9uD4MXvWmkIL
ildikimajor;Kovács P. Zoltán;M;tbalog@gmail.com;1955-10-14;Hungary;Mindszenthalas;Háthidai tér 235.;r7N6uusx1oRA
jizsef05;Lukács R. Mária;F;istvanvarga@yahoo.com;2020-07-26;Hungary;Nyírtapolcahalas;Tótházai utca 1.;2JTzqvDd3tVk
deakcsaba;T. Pintér Sándor;M;editnagy@hotmail.com;1947-01-15;Hungary;Keresztvára;Borsodkereszti út 223.;8sKBPAB64E1n
ildikiilles;Somogyiné Dr. Juhász Klára Boglárka;F;gyula67@yahoo.com;1921-06-14;Hungary;Nyíregyháza;Salgótarjáni utca 153.;Y7tEpxnuQ9JP
marcell00;Dr. Kiss Fanni Ágnes;F;jizsef31@yahoo.com;1966-09-30;Hungary;Nádasd;Dunaújvárosi utca 175.;40bGbnG14VDk
rkovacs;Dr. K. Horváth László;M;tithhenrietta@gmail.com;1959-08-16;Hungary;Szerbszékkövesd;Zalaegerszegi utca 144.;OGjiQE6vQI55
belamezei;Szabó Márton;M;siposmilan@hotmail.com;1968-09-10;Hungary;Győr;Nagykanizsai utca 230.;Q4lKWLccwx0u
bela79;Dr. Molnár Horváth Csaba;M;nemetherzsebet@hotmail.com;1975-11-29;Hungary;Rácszékháza;József attila tér 125.;InQ6x8vl27vc
tamashajdu;Dr. E. László Klára;F;cfarkas@hotmail.com;2022-02-11;Hungary;Alsógyörgyháza;Érdi utca 36.;3ICajcUEVpP5
pal34;Virág Zsombor;M;farkaslaszli@gmail.com;1985-05-13;Hungary;Györgyhida;Kossuth utca 106.;6TXaE6Bbk4o7
erzsebet76;M. Kiss Judit;F;jizsef32@hotmail.com;1913-06-12;Hungary;Drávahátnádasd;Tiszai utca 182.;0sKFQSxDAXWl
editlukacs;Dr. Varga Csabané Szabó Márta;F;sandorkaroly@hotmail.com;1940-02-28;Hungary;Hídharaszti;Keresztharasztii utca 89.;x74cNNF9s2Dg
ilonafarkas;Fehér Ákos András;M;esztermeszaros@gmail.com;1978-04-28;Hungary;Alsóhetvennádasd;Városi utca 201.;0RRYLq5wWOCG
janosjuhasz;Kovács Luca;F;balogheva@gmail.com;1931-04-03;Hungary;Pusztatapolcaharaszti;Dózsa györgy utca 212.;V2mKqFzfhy1I
david30;Horváth A. Attila;M;melinda26@hotmail.com;2012-12-26;Hungary;Nyírhídvár;Tapolcavárai utca 220.;EUVWbtHd1s0A
janos67;Dr. Major Lakatos Lajos;M;karoly78@gmail.com;1957-06-27;Hungary;Mellékváros;Pusztatamásii utca 180.;mHVRJvbaZ1bM
kissmargit;Balogh I. Csaba;M;ferenc56@gmail.com;1918-05-06;Hungary;Keresztdevecser;Székesfehérvári utca 109.;82noDF1h9u2S
kszucs;Kis Erzsébet;F;zsuzsannafarkas@hotmail.com;1925-10-25;Hungary;Nagyhetvenvég;Újmártoni utca 193.;j3IC4hy59kLz
melinda72;Dr. S. Fazekas Etelka;F;juditpinter@hotmail.com;1970-05-25;Hungary;Zalaegerszeg;Budahetveni utca 98.;8MVKufCEuN5h
zolah;Szabó Antal Dávid;M;juliannaszabi@hotmail.com;1966-08-29;Hungary;Nyírfürdőnémeti;Szabadság utca 83.;j9ydFfkHXt2H
oracz;Deák B. György;M;laszliolah@hotmail.com;1978-09-11;Hungary;Drávahetvenfalva;Debreceni utca 88.;0DzN6QCi5pVX
deakmartin;Dr. Varga F. János;M;veressandor@hotmail.com;1916-05-05;Hungary;Érd;Híddevecseri tér 231.;bti7FHrszL0w
gulyaserzsebet;Somogyiné Dr. Horváth Anna;F;itith@gmail.com;2020-11-11;Hungary;Tapolcavég;Ady endre út 209.;vOg80IgmV0mt
istvan81;Dr. S. Bakos József;M;enagy@gmail.com;1924-06-19;Hungary;Székesfehérvár;Tapolcanádasdi utca 209.;6Z26TUpcArEh
csillatith;Fekete Szilágyi József;M;horvathbalazs@hotmail.com;1919-02-06;Hungary;Veszprém;Székfalvai utca 135.;7awUKYyYzyz0
beata69;Tóth K. Enikő;F;janos94@hotmail.com;1936-01-28;Hungary;Belsőmindszentbánya;Békéscsabai utca 189.;6aYqU6sMCHMq
istvanhorvath;Nagy Anna;F;farkasboglarka@yahoo.com;1993-06-20;Hungary;Rácmártonvára;Győri utca 18.;9vmJRpqEKHrD
ckiss;Péter Horváth Zsuzsanna;F;timea56@yahoo.com;1935-03-19;Hungary;Hajdúszékvár;Dózsa györgy utca 214.;P1ao8NQgJqnA
gabor29;E. Szabó Mária;F;matyas96@gmail.com;1966-07-03;Hungary;Mátramellékvárad;Hátvárosi utca 5.;FX3vpMvM6Nqt
gabriella05;Tamás János István;M;vargajizsef@yahoo.com;1984-07-07;Hungary;Békéstapolcabánya;Tapolcavárai út 198.;bRAUm9X98Tj5
katonajizsef;Dr. Kiss Gábor;M;hannadeak@hotmail.com;2025-01-01;Hungary;Dunaújváros;Váckereszti utca 22.;6KNgicSO5uIL
tibor71;Juhászné Dr. Pintér Margit Katalin;F;szabimarianna@yahoo.com;1975-10-13;Hungary;Keresztdevecser;Petőfi sándor utca 39.;QnHU2vMf36NP
kingamolnar;Dr. Kovács Róbertné Szalai Sára;F;gabor29@yahoo.com;1986-08-20;Hungary;Cegléd;Szabadság utca 214.;crtTiYwfn6Xh
kovacsgyongyi;Fodor Piroska;F;kalmanfarkas@gmail.com;2002-02-25;Hungary;Kaposvár;Oroszgyörgyi tér 107.;lFlM7Nhx04wB
ferenckelemen;Kiss Ágnes Ibolya;F;evanovak@gmail.com;1924-05-26;Hungary;Lajosmindszentvég;Ligetnádasdi utca 178.;HBDB1xLhve3O
lakatostunde;Dr. Balog Györgyné;F;barnakovacs@yahoo.com;2013-10-20;Hungary;Székharaszti;Dunaszéki tér 32.;i8HgF2lsAwPy
skelemen;Szabóné Kovács Anna;F;noelkocsis@yahoo.com;2017-01-15;Hungary;Keresztvég;Dunakeszii utca 8.;fjBBHFep9HZ0
annavoros;Dr. Tóth L. András;M;wolah@hotmail.com;1979-03-09;Hungary;Bakonyfürdőfalu;Béke út 137.;n2V0qdWD266I
szilvia17;Németh Olivér János;M;balazsolah@gmail.com;1991-08-07;Hungary;Kereszthalas;Szombathelyi utca 184.;ozelydCWM2QD
mariaszalai;Nagy Andrea Éva;F;erikmolnar@yahoo.com;2012-10-20;Hungary;Ózd;Oroszmártoni utca 176.;8NwUu8gXpZFO
zpal;Horváthné Dr. Nagy Anita;F;pvarga@gmail.com;2019-07-18;Hungary;Győr;Nyékmártoni utca 10.;NA9nsTGv7tKt
mariafabian;Antal Nikolett Eszter;F;maria60@yahoo.com;1977-05-09;Hungary;Székkőrös;Szolnoki utca 220.;KCLBGI2qp328
antalpap;Ráczné Dr. Kovács Krisztina Krisztina;F;tiborszucs@gmail.com;1946-04-24;Hungary;Győr;Szabadság utca 221.;1EKSjVa8ZVKt
molnarzsuzsanna;G. Papp István;M;eva52@yahoo.com;1985-10-08;Hungary;Hídnémeti;Béke utca 204.;NCII7OQp2W1E
hsipos;Z. Horváth Mária;F;kristif85@gmail.com;1924-07-18;Hungary;Salgótarján;Arany jános tér 4.;3kUnoufR2SyZ
gallaszli;Dr. Fülöp Sándor;M;eva88@yahoo.com;1950-07-01;Hungary;Hetvendevecser;Debreceni utca 175.;l7t0MqnxNNkM
xolah;Nagy Miklósné;F;balint68@gmail.com;1971-09-20;Hungary;Hídvára;Arany jános utca 114.;AlPikQgu84I5
vszabi;Dr. Horváth D. Imre;M;kjuhasz@gmail.com;1920-10-12;Hungary;Mindszentapáti;Dózsa györgy utca 234.;4WCxDlserKK1
tithszabolcs;Tóth Papp Olivér;M;mpeter@hotmail.com;2009-07-24;Hungary;Nagytótháza;Mosonkereszti utca 217.;XvFQmatk4JOP
balint08;Mészáros Tóth Norbert;M;gasparbernadett@yahoo.com;1995-04-01;Hungary;Kismindszenthalas;Szabadság utca 128.;8qOkBc8vX8Z1
margitvass;Dr. Balogh Balogh Sándor;M;julianna91@gmail.com;1974-04-18;Hungary;Mindszenthalas;Nyíregyházai tér 145.;6KGwuCqaE6F7
thajdu;Dr. Sárközi Csabané;F;balazsilles@yahoo.com;2023-08-19;Hungary;Ligetvég;Petőfi út 197.;pRlA8LyQ4h54
sandorgal;Dr. Kovács Kis Balázs;M;cszucs@hotmail.com;2005-08-06;Hungary;Drávahídfa;Tiszaszéki utca 49.;1cPTBGIcCRqy
klaudia21;Bodnár G. András;M;adam41@yahoo.com;1937-06-16;Hungary;Dunaújváros;Béke utca 12.;mp0K4DQj58On
szilagyiimre;Dr. Bálint Zoltán Zsolt;M;ibolyakiss@gmail.com;1939-10-28;Hungary;Dunahátfa;Keresztvégi utca 181.;XyEFrqSxo5DR
tithjudit;Dr. N. Kiss Andrea;F;gabriella54@gmail.com;1998-05-04;Hungary;Hetvenkövesd;Mezőtapolcai utca 167.;lPVmVPIk8nn3
baloghjanos;Kis Zsuzsanna Katalin;F;jinasmarta@yahoo.com;1966-05-02;Hungary;Budahetvenhalas;Némethetveni utca 109.;Rx4IDwbV0bG5
tamaskocsis;Dr. Orsós Magyar György;M;hboros@yahoo.com;1990-12-18;Hungary;Kecskemét;Pécsi utca 148.;TvowlpdN5Ud8
abel36;Katona József;M;janoskovacs@gmail.com;2001-12-17;Hungary;Veszprém;Váci utca 199.;dLlzwUSmOc1W
janosvaradi;Jakab Balogh Erzsébet;F;szabicsaba@gmail.com;1975-02-15;Hungary;Vác;Kaposvári utca 89.;jj2ahvt86gP7
sandor51;Molnár L. Imre;M;qszalai@gmail.com;2012-07-18;Hungary;Mosonszéknémeti;Dózsa györgy utca 191.;26hFeorNjdGl
csaba85;Dr. Balázs Richárd József;M;alexandrakovacs@hotmail.com;1953-05-28;Hungary;Borsodligetberény;Egyházastamásii utca 10.;bF9z6xy86JIK
tithkaroly;Szilágyi Zsuzsanna Éva;F;deakerik@hotmail.com;1940-10-20;Hungary;Székberény;Hetvenbányai tér 93.;XBUJ0yWb779i
janos71;Balogh Zoltán;M;erzsebet67@yahoo.com;2018-06-08;Hungary;Fürdőháza;Tapolcakőrösi utca 19.;PAcXW9wT79jd
balint45;Tóth Sándorné Juhász Boglárka;F;halaszpeter@gmail.com;1939-07-22;Hungary;Kaposvár;Tapolcadevecseri utca 112.;9Jm2b3v2mnYX
dira12;Horváth Barta Péter;M;jvarga@hotmail.com;1944-06-17;Hungary;Mellékvára;Béke utca 18.;2VVmvHTKPQCD
juhasznorbert;Dr. Nagy Zoltánné;F;maria01@gmail.com;2008-10-17;Hungary;Dunaújváros;Tamásifalui utca 119.;y89Ck8qODOHU
milanboros;Dr. Juhász Orsós Albert;M;ilonaszabi@gmail.com;2000-03-14;Hungary;Fürdőapáti;Mellékfai utca 105.;5BrNnswG6V6q
krisztinasipos;Máté B. Adrienn;F;istvan16@gmail.com;1918-08-08;Hungary;Ózd;József attila utca 195.;l16aguRfUiYJ
laszli91;Nagy Nagy Veronika;F;nagyjanos@hotmail.com;1963-03-06;Hungary;Eger;Tótházai utca 78.;00jHGHktIRci
pinterbence;Szekeres Tamásné Varga Csilla;F;erikakovacs@gmail.com;1917-12-09;Hungary;Oroszfürdőfalva;Bakonyhídi utca 23.;eJl0JvemZBwo
krisztinaorban;Szabó Zsuzsanna Ágnes;F;evanagy@yahoo.com;2004-02-26;Hungary;Mindszentváros;Tamásikövesdi utca 238.;t2ZtdXg9pj3J
krisztinapapp;Dr. Németh Emese Vivien;F;sandorkaroly@gmail.com;1981-11-16;Hungary;Zalaegerszeg;Tótkőrösi út 241.;KEShadPa517h
zsoltfodor;Budai R. Terézia;F;gkiss@yahoo.com;1948-11-29;Hungary;Szigetszentmiklós;Nyírmelléki utca 162.;rOL9orQh4dJ2
denes39;Farkas István;M;mark69@yahoo.com;1973-08-26;Hungary;Ligetkövesd;Váci utca 59.;IM0MdwiaS2KX
erzsebet91;Horváth Zsolt;M;zsolt09@hotmail.com;2024-05-29;Hungary;Töröktapolcaharaszti;Petőfi tér 159.;kg4oKZln1npl
gizellakozma;Dr. Kozma Mária Anna;F;aniki91@hotmail.com;2023-08-22;Hungary;Tapolcavára;Nyírmindszenti utca 181.;6r7NwNfah2MA
eszalai;B. Bálint Milán;M;nagyanett@hotmail.com;1938-07-18;Hungary;Békéscsaba;Bajai utca 238.;m0U87hBK09vI
aorsis;Molnár Zoltán Árpád;M;zoltan96@hotmail.com;1921-04-08;Hungary;Veszprém;Arany jános tér 4.;npbyRWfWVlC7
vargaerika;Török Gabriella;F;gyorgyivarga@hotmail.com;2014-05-10;Hungary;Vác;Tótnémetii út 223.;wI6WMRHylB6j
gezafulop;Dr. Orsós Juhász Károly;M;omate@yahoo.com;2024-02-06;Hungary;Veszprém;Ady endre tér 1.;XEp5cw1d3Use
petra38;Dr. Szabó L. Zsombor;M;kovacsmagdolna@yahoo.com;1916-09-06;Hungary;Mellékváros;Szigetszentmiklósi utca 46.;G8fX1lzv89LL
tiborjinas;Molnár Tiborné Simon Ildikó;F;molnarkatalin@hotmail.com;1972-08-04;Hungary;Budafürdőhalas;Petőfi sándor utca 76.;TLsIjigsE8lh
ffodor;Virág Eszter Ágnes;F;nborbely@hotmail.com;1943-10-27;Hungary;Belsőhídnémeti;Hetvennádasdi utca 215.;2gKalgQjVQej
tithzsolt;Szabóné Dr. Kiss Enikő Zsuzsanna;F;erzsebettith@gmail.com;1999-02-04;Hungary;Hátkövesd;Mellékhidai utca 77.;R3J254qD00h9
pappibolya;Nagy Sipos Péter;M;gabor48@gmail.com;1997-06-23;Hungary;Tapolcaapáti;Soproni utca 9.;0PZv1AxPSwI1
krisztiantakacs;Dr. Fehér József Krisztián;M;vargatibor@yahoo.com;1929-03-20;Hungary;Pécs;Arany jános utca 168.;8zH0Y11znwOu
ervinlengyel;J. Gulyás Róbert;M;wnagy@gmail.com;1981-01-05;Hungary;Ligetváros;Pusztatapolcai utca 120.;P9UYp8dEGhUC
juhaszorsolya;Dr. Bogdán Sándorné Balogh Zsuzsanna;F;ibolyaszabi@gmail.com;1995-10-03;Hungary;Hetvendevecser;Béke tér 123.;KYTrjwpCY3fO
jazmin78;Dr. Pásztor László Lajos;M;jolanfodor@hotmail.com;1941-03-02;Hungary;Tamásivár;Nyíregyházai utca 46.;CgQIDjqi1bu8
balazssandor;J. Fekete Anna;F;mihaly77@gmail.com;2012-09-24;Hungary;Miskolc;Hídapátii utca 216.;qHePZNyxq04e
antalpal;Dr. Molnár Tóth József;M;molnarbalazs@yahoo.com;1971-06-14;Hungary;Németkeresztháza;Nyírszéki utca 7.;6V2tEeM9KKYC
baloghandras;T. Balázs Kálmán;M;feketeriza@yahoo.com;1974-06-16;Hungary;Tiszatótvárad;Dózsa györgy utca 184.;0tk3fFpf8SiK
szalaibeata;Horváth K. Klaudia;F;peter17@gmail.com;1930-10-12;Hungary;Szigetszentmiklós;Tótkövesdi utca 55.;TqIQ1Fnd0wOl
ufekete;Horváth Török István;M;timeakis@yahoo.com;2018-06-06;Hungary;Tatabánya;Györgyházai utca 126.;chdLQZQnRX3F
feketezsifia;Dr. K. Molnár Ildikó;F;katalinpinter@gmail.com;1934-08-08;Hungary;Keresztfa;Keresztkövesdi utca 111.;dun1WXvB08oU
mezeizsuzsanna;Antal József;M;eva91@gmail.com;2022-12-26;Hungary;Balatongyörgyfalva;Szigetszentmiklósi utca 137.;H5Rc2TTiMbri
krisztinameszaros;Varga I. Ferenc;M;jizsef58@hotmail.com;1993-10-31;Hungary;Ligetfalva;Mosonmagyaróvári utca 163.;anIE7z0oG8G0
ilona65;Simon Lászlóné Kovács Erzsébet;F;torokroland@hotmail.com;1913-03-10;Hungary;Hódmezővásárhely;Ceglédi utca 128.;1NxUMCieHUMN
gyorgy41;Antal Lakatos Julianna;F;mihaly92@gmail.com;1988-10-13;Hungary;Eger;Ligetapátii utca 234.;IGZs1nnN4vJw
horvathjizsef;Oláhné Nagy Erika;F;farkasildiki@yahoo.com;1961-10-03;Hungary;Hódmezővásárhely;Széknádasdi utca 1.;1uTh9leUTqdB
szabigyorgyi;Dr. Varga Endre;M;timeaszabi@hotmail.com;2024-04-08;Hungary;Tapolcafalu;József attila tér 58.;5dgsBTj0IIFR
jeno57;Prof. Dr. Pintér Z. Márton;M;fvarga@yahoo.com;2021-11-22;Hungary;Hida;Váci utca 94.;L42ruX6xHBFl
jizsefjinas;Lengyel Váradi József;M;agal@gmail.com;2020-01-14;Hungary;Váchátfa;Budai tér 210.;X0VKbuPOsv4y
tamas22;Katona Kálmánné;F;ihajdu@yahoo.com;2005-09-26;Hungary;Kövesd;Györgynádasdi út 100.;r62abY1qe22D
laszlisomogyi;Nagy E. Gabriella;F;agneskelemen@hotmail.com;2010-09-10;Hungary;Keresztvára;Szigetszentmiklósi utca 176.;14CFkVOxPbl2
david63;Dr. F. Tóth Lajos;M;tibortith@yahoo.com;1909-09-07;Hungary;Szombathely;Bácsligeti tér 159.;enW4Da47Gg96
erikabalogh;Dr. L. Horváth Béla;M;edeak@yahoo.com;1932-03-11;Hungary;Drávafürdőbánya;Bányai tér 136.;DfzQGObvP7Fm
mihalyfarkas;Szabó M. Petra;F;janos18@hotmail.com;1973-03-31;Hungary;Tapolcabánya;Mellékvári utca 105.;3joc6Zp2hokh
mihalyvarga;Oláh Erika;F;juhaszmaria@yahoo.com;1998-07-25;Hungary;Pécs;Budapesti utca 100.;8XeCCGtSCZXf
peterbogdan;T. Varga Erika;F;tfabian@hotmail.com;1935-06-17;Hungary;Egyházasmindszentváros;Kistóti út 104.;9qP96yFwA0ab
nagyistvan;Dr. Balogh Krisztina Zita;F;aronbogdan@hotmail.com;1916-08-13;Hungary;Hídhalas;Magyargyörgyi utca 15.;7TIrH3kINqTS
xpapp;Dr. Tóthné Fazekas Erzsébet;F;sandorjulianna@hotmail.com;1997-07-09;Hungary;Dunaújváros;Budatamásii tér 157.;3vlacn1vu3Rl
dira59;Dr. Farkas Németh József;M;kerekesmaria@hotmail.com;1942-10-24;Hungary;Szolnok;Székesfehérvári utca 175.;qc2pccVR4Raa
aolah;Kis István;M;eva15@hotmail.com;1930-05-24;Hungary;Dunakeszi;Magyarkereszti utca 105.;5jnDPd4tw5dS
siposarpad;Mártonné Dr. Lakatos Tünde Mónika;F;horvathlaszli@yahoo.com;1924-03-25;Hungary;Dunaújváros;Drávatóti utca 23.;pm6Npgcv1muA
lili48;Nagy Jenőné;F;erzsebetszalai@yahoo.com;1928-10-15;Hungary;Mellékfa;Egyházastamásii utca 241.;7LpMLWPjYfwh
nnagy;Baloghné Nagy Annamária Hanna;F;ufarkas@hotmail.com;1937-01-19;Hungary;Szerbfürdőnádasd;Szigetszentmiklósi utca 138.;O8So0MA1FvKy
riza18;Lakatos M. József;M;mpasztor@gmail.com;1945-12-26;Hungary;Nyíregyháza;Szegedi utca 245.;UaOlxtuA0V4O
andrasnagy;Dr. Á. Papp Tamás;M;kisserzsebet@gmail.com;1956-03-11;Hungary;Mezőtamásihida;Keresztvárosi utca 209.;xqUeedaeM4xW
erzsebetjakab;Pintér Balázs László;M;kovacskatalin@yahoo.com;1983-10-12;Hungary;Vácmindszentfa;Érdi utca 35.;GIl1B2lI3gNJ
gabriellaszabi;Nagy Zoltán József;M;yvoros@hotmail.com;1976-08-18;Hungary;Kunkeresztbánya;Szerbgyörgyi utca 52.;u1OenfQ0VvF4
qfarkas;Dr. Gulyás József;M;laszlikerekes@yahoo.com;1950-09-18;Hungary;Némettótfalva;Hidai utca 121.;h0T8IYh00iwu
jolan25;Dr. I. Balázs Zsuzsanna;F;erzsebet15@yahoo.com;1910-02-23;Hungary;Felsőhetvennádasd;Némettamásii utca 27.;4VgUBUic7tik
julianna81;Szabó Sándor József;M;tamaskiss@gmail.com;1939-05-15;Hungary;Kuntamásifalva;Bajai utca 214.;x3DYS1Mpf2RC
kovacsbence;Dr. Csonka Jánosné Szabó Mária;F;tgulyas@yahoo.com;1970-11-11;Hungary;Balatontótháza;Hidai utca 1.;l5OK1Zh6fd06
mmeszaros;Szilágyiné Dr. Németh Lilla Margit;F;nikoletttith@hotmail.com;1976-06-07;Hungary;Szerbhídvár;Ózdi tér 109.;omf2BOqgt62m
tithzsuzsanna;Dr. Halász G. Imre;M;veresvivien@gmail.com;2006-01-09;Hungary;Tapolcanádasd;Tamásivárosi utca 130.;8WyUEOJoBUlz
virag24;Kovács Nagy Endre;M;hajnalkakis@hotmail.com;1976-05-08;Hungary;Sopron;Oroszmelléki utca 224.;mpeAS3OtVH5P
molnaristvan;S. Szabó Sándor;M;kocsisklaudia@hotmail.com;1982-07-12;Hungary;Baja;Arany jános utca 19.;BB00FqWwK3hR
csilla91;Dr. Nagy S. Ernő;M;adriennkiss@gmail.com;1945-02-18;Hungary;Békésgyörgynádasd;Arany jános utca 32.;PpW8rgcH6svs
ildikideak;D. Tóth Elemér;M;ferenc56@yahoo.com;2014-05-27;Hungary;Tótvár;Keresztharasztii utca 214.;XSEsJqZj9OPW
karoly21;Simon K. Attila;M;szabilevente@yahoo.com;1993-04-08;Hungary;Mellékapáti;Arany jános utca 47.;5HEpdkbAIK0B
bencepap;Balogh Orsolya Renáta;F;rszoke@gmail.com;1958-03-16;Hungary;Tamásifalu;Magyarmelléki utca 195.;T3phgRfNBy6Y
xszabi;M. Gulyás Csaba;M;istvan18@hotmail.com;1963-06-22;Hungary;Hajdútamásivára;Tatabányai utca 21.;hvl4ie7Y4pSK
ribertfulop;Dr. Szabó Zoltán;M;tithmaria@yahoo.com;1992-03-26;Hungary;Mellékfalu;Tamásihalasi út 114.;cnMnx2bp8Bog
utith;Dr. Szabó Ferenc Norbert;M;dominikjinas@hotmail.com;1970-07-30;Hungary;Ligetvára;Debreceni utca 40.;F5WsLMPH5C6h
gergely26;Gáspár Sándor;M;ehorvath@yahoo.com;2001-01-23;Hungary;Egyházasmindszenthida;Békésmelléki utca 149.;DLOGPI1v5YIm
odeak;Dr. Mezeiné Máté Hajnalka;F;gyula67@gmail.com;2020-06-27;Hungary;Székvárad;Hídvári utca 124.;gG8U0agoal6H
farkasgyorgy;Mészáros József Gábor;M;eva05@hotmail.com;2014-01-27;Hungary;Szerbtamásifa;Hetvendevecseri utca 139.;AWBzKaeWG7Rt
nagyzoltan;Dr. Horváth G. László;M;peterbarna@gmail.com;1946-03-21;Hungary;Győr;Szabadság utca 218.;byOALibP6Njg
baloghkatalin;Illés József;M;qkocsis@yahoo.com;1958-08-29;Hungary;Tiszahetvenberény;Mosonmagyaróvári út 151.;0fZaz6VxoQvE
milan34;Dr. J. Oláh Zoltán;M;zkiraly@hotmail.com;1970-02-11;Hungary;Balatontótfalva;József attila utca 70.;2gHGX8ErFI6T
molnarmagdolna;Dr. Lukács G. Andor;M;ferencsipos@gmail.com;1967-06-24;Hungary;Egyházashátharaszti;Szabadság utca 169.;vJoz7LJoy9I1
janos33;Kiss Tibor Mihály;M;peterkelemen@gmail.com;1921-02-02;Hungary;Tóthalas;Belsőtamásii utca 93.;hgAmbAe1g3Fj
uhajdu;Nagyné Dr. Farkas Erika;F;erzsebetbalogh@gmail.com;1931-11-14;Hungary;Tapolcaváros;Ózdi utca 162.;7av7GLMSfJhb
erzsebetdeak;Dr. Horváth M. Anikó;F;kovacsjanos@hotmail.com;1931-03-02;Hungary;Hetvenberény;Orosztapolcai utca 180.;BupTn2uhe8D1
budaiibolya;Szabó Miklósné Nagy Éva;F;budaigergely@hotmail.com;1964-06-20;Hungary;Mindszentfa;József attila út 128.;WINxRhMr3UJo
kovacsedina;Kovácsné Tamás Mária Anikó;F;xpal@hotmail.com;1964-01-13;Hungary;Újszékdevecser;Belsőhetveni utca 8.;i5kIM0yt6aH3
feherdaniel;Farkas Barbara Mária;F;ykiss@yahoo.com;1946-04-29;Hungary;Tamásivár;Hetvenharasztii utca 130.;kdfxzazqc7Hx
